rank,fit,StoreCode,net_sales,gross_sales,return_amount,discount_amount,net_qty,n_rows,gross_h1,gross_h2,growth_index,growth_ratio_h2_h1,return_rate_amount,discount_intensity,net_share_pct,potential_score,pctile_growth_index,pctile_return_rate_amount,pctile_discount_intensity,pctile_net_share_pct,score_excl_discount
733,Slim Straight,1641,10920.8911,13920.8611,-2999.97,0.0,12,18,10739.0711,3181.79,-0.5429,0.2963,0.2155,0.0,0.0612,46.7,5.4,67.5,93.3,60.5,35.1
734,Mom,1872,6809.01,7809.0,-999.99,1100.0,9,11,2645.42,5163.58,0.3225,1.9519,0.1281,0.1235,0.0382,46.6,48.6,85.7,5.9,30.2,56.7
735,Flare,1713,4598.82,6790.71,-2191.89,27.4,4,10,2608.93,4181.78,0.2316,1.6029,0.3228,0.004,0.0258,46.6,41.9,42.4,86.3,13.5,36.7
736,Wide Leg,1867,11890.73,12890.72,-999.99,1220.9818,12,14,6309.02,6581.7,0.0212,1.0432,0.0776,0.0865,0.0667,46.6,26.0,95.1,12.6,65.9,55.1
737,Super Skinny,1630,10295.34,13749.86,-3454.52,250.0,11,17,7272.64,6477.22,-0.0578,0.8906,0.2512,0.0179,0.0577,46.6,21.7,58.0,74.6,56.9,39.6
738,Super Skinny,1845,7324.9622,10415.8422,-3090.88,120.0,8,14,4534.8401,5881.0021,0.1292,1.2968,0.2967,0.0114,0.0411,46.6,33.1,47.6,81.9,33.8,37.8
739,Slim Straight,1844,9518.08,10518.07,-999.99,300.0,10,12,7245.37,3272.7,-0.3777,0.4517,0.0951,0.0277,0.0534,46.5,8.6,92.6,61.0,51.3,42.9
740,Straight,1692,9213.22,13327.34,-4114.12,504.8636,9,17,3927.43,9399.91,0.4106,2.3934,0.3087,0.0536,0.0517,46.4,55.2,45.3,28.3,48.6,50.9
741,Wide Leg,1666,13827.8329,23242.2629,-9414.43,802.7182,13,31,7682.0129,15560.25,0.339,2.0255,0.4051,0.0409,0.0776,46.3,50.4,26.4,42.3,73.9,47.3
742,Slim Straight,1842,8318.4505,9227.5305,-909.08,88.2364,9,11,9227.5305,0.0,-1.0,0.0,0.0985,0.0095,0.0467,46.3,0.5,92.0,83.7,42.1,36.9
743,Super Skinny,1917,4836.49,7898.28,-3061.79,2017.9909,7,13,818.17,7080.11,0.7928,8.6536,0.3877,0.2173,0.0271,46.3,91.2,29.0,1.7,15.0,57.5
744,Wide Leg,1632,10712.7431,12914.7431,-2202.0,778.3909,11,15,5420.14,7494.6031,0.1606,1.3827,0.1705,0.0678,0.0601,46.3,35.6,77.4,18.9,59.2,53.1
745,Baggy,1814,3560.81,7439.57,-3878.76,293.7091,3,11,0.0,7439.57,1.0,,0.5214,0.1007,0.02,46.2,98.7,14.0,9.5,8.8,55.4
746,Baggy,1514,3477.25,7786.31,-4309.06,340.9091,3,11,0.0,7786.31,1.0,,0.5534,0.079,0.0195,46.2,98.7,10.5,14.4,8.3,54.2
747,Straight,1699,14034.0698,25787.1898,-11753.12,116.8818,14,38,10087.3298,15699.86,0.2176,1.5564,0.4558,0.0207,0.0787,46.1,40.1,19.0,70.2,74.7,40.0
748,Slim Straight,1826,7385.2755,8385.2655,-999.99,300.0,8,10,4412.5755,3972.69,-0.0525,0.9003,0.1193,0.0345,0.0414,46.1,21.9,87.8,50.9,34.5,44.9
749,Baggy,1907,4852.873,10489.193,-5636.32,972.7273,5,15,763.63,9725.563,0.8544,12.736,0.5373,0.0849,0.0272,46.0,94.9,12.1,13.3,15.5,54.1
750,Super Skinny,1804,7723.4407,9013.4007,-1289.96,-91.8364,8,12,7740.6807,1272.72,-0.7176,0.1644,0.1431,0.0,0.0433,46.0,2.3,83.3,93.3,37.2,34.2
751,Straight,1810,13657.3539,25802.6939,-12145.34,406.1454,13,37,10518.07,15284.6239,0.1847,1.4532,0.4707,0.0155,0.0766,46.0,37.5,17.7,77.8,73.3,38.0
752,Mom,1874,7568.0122,11281.5922,-3713.58,62.8364,9,19,3634.0711,7647.5211,0.3558,2.1044,0.3292,0.0361,0.0424,46.0,51.3,41.3,49.3,35.6,45.2
753,Super Skinny,1906,9538.5334,14694.0334,-5155.5,816.1454,9,21,4090.85,10603.1834,0.4432,2.5919,0.3509,0.0526,0.0535,45.9,58.1,36.5,29.0,51.5,50.1
754,Mom,1675,11503.8315,15103.7915,-3599.96,119.0454,13,21,9915.4568,5188.3346,-0.313,0.5233,0.2383,0.0078,0.0645,45.9,10.3,61.0,84.8,63.8,36.2
755,Mom,1911,16176.3974,20839.9674,-4663.57,1645.4546,19,31,8845.33,11994.6374,0.1511,1.356,0.2238,0.0732,0.0907,45.7,34.6,65.7,16.4,80.7,53.0
756,Super Skinny,1915,7883.4863,10351.1063,-2467.62,-350.5364,8,14,6058.94,4292.1663,-0.1707,0.7084,0.2384,0.0,0.0442,45.7,15.2,60.9,93.3,38.3,33.8
757,Super Skinny,1533,3823.409,10420.359,-6596.95,-594.8909,3,17,2847.9431,7572.416,0.4534,2.6589,0.6331,0.0,0.0214,45.6,59.2,6.9,93.3,10.0,33.6
758,Flare,1623,6713.8689,8713.8489,-1999.98,477.2727,7,11,2999.97,5713.8789,0.3114,1.9046,0.2295,0.0519,0.0377,45.6,47.8,64.6,29.6,29.9,49.7
759,Wide Leg,1810,10356.82,15702.23,-5345.41,692.9091,10,20,4790.86,10911.37,0.3898,2.2775,0.3404,0.0538,0.0581,45.5,53.7,39.0,28.1,57.4,49.8
760,Slim Straight,1807,11811.2665,15202.1365,-3390.87,-225.0,12,20,11929.4365,3272.7,-0.5694,0.2743,0.2231,0.0049,0.0662,45.5,4.9,66.1,85.9,65.7,35.4
761,Super Skinny,1631,12908.1131,18387.9531,-5479.84,-4.8727,12,24,9521.4462,8866.5069,-0.0356,0.9312,0.298,0.0207,0.0724,45.5,22.9,47.3,70.4,69.9,39.3
762,Straight,1837,16265.1205,29035.2405,-12770.12,232.9636,15,41,11999.88,17035.3605,0.1734,1.4196,0.4398,0.0223,0.0912,45.5,36.5,20.4,68.0,81.1,39.8
763,Mom,1838,11122.7377,14349.9676,-3227.23,1513.6364,13,21,5299.93,9050.0376,0.2613,1.7076,0.2249,0.0954,0.0624,45.4,44.2,65.6,10.2,62.1,54.2
764,Mom,1840,15845.1849,20936.0249,-5090.84,2608.3728,21,33,7926.3649,13009.66,0.2428,1.6413,0.2432,0.121,0.0889,45.4,42.8,60.2,6.3,79.6,55.1
765,Flare,1559,9426.6118,15176.5318,-5749.92,381.4273,9,23,4636.31,10540.2218,0.389,2.2734,0.3789,0.0399,0.0529,45.4,53.6,30.6,43.6,50.7,45.9
766,Mom,1712,17451.1216,23969.2216,-6518.1,1876.0546,21,37,9071.5597,14897.6619,0.2431,1.6422,0.2719,0.0883,0.0979,45.4,42.9,53.0,12.0,83.7,53.7
767,Wide Leg,1513,4873.6,9273.57,-4399.97,-236.3636,4,12,3090.88,6182.69,0.3334,2.0003,0.4745,0.0,0.0273,45.3,50.0,17.1,93.3,15.9,33.3
768,Mom,1835,8516.8158,12607.6658,-4090.85,883.4273,10,20,3354.5,9253.1658,0.4679,2.7584,0.3245,0.0655,0.0478,45.3,60.5,42.1,20.2,43.6,51.6
769,Slim Straight,1667,8251.41,10160.48,-1909.07,129.8727,9,13,6636.29,3524.19,-0.3063,0.531,0.1879,0.0126,0.0463,45.0,10.6,73.6,80.7,41.2,36.0
770,Wide Leg,1694,18470.7906,26078.9806,-7608.19,3205.1546,22,38,9243.42,16835.5606,0.2911,1.8214,0.2917,0.1242,0.1036,45.0,46.7,48.7,5.7,86.9,54.9
771,Slim Straight,1852,8954.6719,11591.0019,-2636.33,-272.7273,9,15,8318.3019,3272.7,-0.4353,0.3934,0.2274,0.0,0.0502,44.9,7.7,64.9,93.3,46.3,32.8
772,Straight,1833,8093.858,9093.848,-999.99,405.5818,8,10,4835.698,4258.15,-0.0635,0.8806,0.11,0.0427,0.0454,44.9,21.2,90.1,39.7,40.0,46.3
773,Mom,1640,12296.0021,16069.1821,-3773.18,100.5636,13,23,9414.975,6654.2071,-0.1718,0.7068,0.2348,0.0243,0.069,44.9,15.1,62.3,65.7,67.4,39.7
774,Wide Leg,1523,4062.2774,9798.5974,-5736.32,323.6545,4,14,999.99,8798.6074,0.7959,8.7987,0.5854,0.0647,0.0228,44.7,91.6,9.2,20.7,10.8,50.7
775,Flare,1712,10624.3747,16459.1547,-5834.78,436.3636,10,24,6895.6047,9563.55,0.1621,1.3869,0.3545,0.0258,0.0596,44.7,35.8,35.5,63.7,58.6,40.0
776,Slim Straight,1814,11508.97,14157.16,-2648.19,0.0,12,18,11145.33,3011.83,-0.5745,0.2702,0.1871,0.0181,0.0645,44.7,4.8,73.9,73.7,63.9,37.5
777,Skinny,1578,5126.3,8144.46,-3018.16,-163.6364,4,10,3272.7,4871.76,0.1963,1.4886,0.3706,0.0,0.0288,44.7,38.0,32.8,93.3,17.2,32.5
778,Slim Straight,1509,9109.0,11545.33,-2436.33,-200.0,9,15,9363.53,2181.8,-0.622,0.233,0.211,0.0,0.0511,44.7,4.0,69.0,93.3,48.0,32.6
779,Super Skinny,1650,5895.1496,9466.0196,-3570.87,120.0,6,14,3562.2245,5903.7951,0.2474,1.6573,0.3772,0.0125,0.0331,44.6,43.1,30.9,80.9,23.2,35.6
780,Slim Straight,1913,4722.9,8178.9,-3456.0,93.7546,4,12,2724.4,5454.5,0.3338,2.0021,0.4226,0.0113,0.0265,44.5,50.1,23.8,82.1,14.0,35.1
781,Mom,1557,8680.81,9317.16,-636.35,390.9091,10,12,5744.47,3572.69,-0.2331,0.6219,0.0683,0.0403,0.0487,44.5,12.8,96.1,43.3,44.5,44.8
782,Super Skinny,1559,9443.0698,9443.0698,0.0,294.5454,12,12,8212.9692,1230.1006,-0.7395,0.1498,0.0,0.0302,0.053,44.5,1.7,99.1,57.1,50.8,41.3
783,Flare,1625,5368.99,9368.94,-3999.95,449.1636,4,14,1999.9809,7368.9591,0.5731,3.6845,0.4269,0.0457,0.0301,44.4,71.7,22.7,35.9,19.1,46.5
784,Mom,1636,25970.791,40526.471,-14555.68,93.2091,27,65,22078.101,18448.37,-0.0896,0.8356,0.3592,0.0226,0.1457,44.4,19.6,35.0,67.6,95.3,38.6
785,Super Skinny,1828,9069.5237,14249.4637,-5179.94,81.8182,10,22,6086.6627,8162.801,0.1457,1.3411,0.3635,0.0177,0.0509,44.3,33.9,34.4,75.1,47.8,36.7
786,Slim Straight,1631,8266.8479,10085.0079,-1818.16,0.0,9,13,8994.1079,1090.9,-0.7837,0.1213,0.1803,0.0,0.0464,44.3,1.4,75.4,93.3,41.4,32.0
787,Slim Straight,1666,21681.59,27381.53,-5699.94,1500.0,23,35,14372.56,13008.97,-0.0498,0.9051,0.2082,0.0617,0.1216,44.3,22.2,69.5,21.9,91.4,50.0
788,Super Skinny,1870,5424.146,7105.946,-1681.8,-36.3636,6,10,2849.4536,4256.4923,0.198,1.4938,0.2367,0.0334,0.0304,44.3,38.2,61.8,52.9,19.7,42.1
789,Slim Straight,1643,5999.94,7818.1,-1818.16,0.0,6,10,4545.4,3272.7,-0.1628,0.72,0.2326,0.0,0.0336,44.3,15.7,63.0,93.3,24.1,32.1
790,Flare,1647,13270.65,23656.65,-10386.0,495.5818,12,36,7141.49,16515.16,0.3962,2.3126,0.439,0.0476,0.0744,44.2,54.1,20.8,33.2,71.8,47.0
791,Slim Straight,1822,13056.5614,16965.6114,-3909.05,300.0,14,22,12602.0114,4363.6,-0.4856,0.3463,0.2304,0.0174,0.0732,44.2,6.5,63.7,75.5,70.5,36.4
792,Flare,1683,2751.49,7501.44,-4749.95,521.2091,3,13,0.0,7501.44,1.0,,0.6332,0.0932,0.0154,44.2,98.7,6.7,10.8,6.2,52.6
793,Super Skinny,1855,5550.5582,10939.5682,-5389.01,113.6364,4,18,3510.9982,7428.57,0.3581,2.1158,0.4926,0.0103,0.0311,44.2,51.5,15.3,83.4,20.5,34.4
794,Mom,1508,10183.9627,11902.1127,-1718.15,968.9,12,18,5127.3159,6774.7967,0.1384,1.3213,0.1444,0.1074,0.0571,44.2,33.6,83.0,8.4,55.9,53.2
795,Super Skinny,1694,17776.9538,21272.7738,-3495.82,5081.2364,24,36,10063.3388,11209.435,0.0539,1.1139,0.1643,0.2237,0.0997,44.1,28.2,79.3,1.5,84.9,54.8
796,Slim Straight,1688,8660.7952,11632.0352,-2971.24,-683.2636,8,16,7416.4352,4215.6,-0.2752,0.5684,0.2554,0.0,0.0486,44.1,11.3,57.0,93.3,44.4,31.8
797,Slim Straight,1649,9792.666,11848.196,-2055.53,109.4909,10,16,11848.196,0.0,-1.0,0.0,0.1735,0.0092,0.0549,44.1,0.5,76.5,83.9,53.4,34.2
798,Flare,1579,5499.0378,12365.1178,-6866.08,207.2545,4,20,2788.4978,9576.62,0.549,3.4343,0.5553,0.031,0.0308,44.1,68.2,10.4,56.1,20.0,41.1
799,Flare,1811,15014.67,20655.31,-5640.64,766.3182,16,28,9712.86,10942.45,0.0595,1.1266,0.2731,0.0437,0.0842,44.0,28.4,52.8,38.9,77.8,45.3
800,Wide Leg,1652,4872.1233,7372.0933,-2499.97,900.0,6,12,1318.16,6053.9333,0.6424,4.5927,0.3391,0.1382,0.0273,44.0,77.5,39.2,4.3,15.8,54.0
801,Flare,1884,1861.91,5909.03,-4047.12,-189.1909,1,11,1636.34,4272.69,0.4462,2.6111,0.6849,0.0,0.0104,44.0,58.8,5.1,93.3,3.7,31.7
802,Mom,1642,3959.61,6564.72,-2605.11,317.0182,4,12,909.08,5655.64,0.723,6.2213,0.3968,0.1194,0.0222,43.9,85.2,27.3,6.7,10.6,53.1
803,Mom,1596,8260.8698,9515.3898,-1254.52,672.7273,9,13,4299.9527,5215.4371,0.0962,1.2129,0.1318,0.066,0.0463,43.8,31.2,84.9,19.7,41.3,49.9
804,Mom,1849,7204.9425,11704.8925,-4499.95,145.4546,8,18,4704.9625,6999.93,0.1961,1.4878,0.3845,0.0123,0.0404,43.8,38.0,29.8,81.1,33.2,34.5
805,Wide Leg,1657,7944.4366,8962.9366,-1018.5,463.6364,7,11,4590.2466,4372.69,-0.0243,0.9526,0.1136,0.0492,0.0446,43.8,23.5,88.9,31.9,38.8,46.8
806,Mom,1825,19039.8677,25174.8677,-6135.0,1297.1,21,39,12145.1777,13029.69,0.0351,1.0728,0.2437,0.0577,0.1068,43.8,26.8,60.1,24.5,87.5,48.6
807,Flare,1791,8921.42,10589.58,-1668.16,163.6364,9,13,6630.53,3959.05,-0.2523,0.5971,0.1575,0.0288,0.05,43.8,12.0,80.9,59.2,46.2,39.9
808,Slim Straight,1663,8298.93,12090.79,-3791.86,-117.1909,8,16,6636.29,5454.5,-0.0977,0.8219,0.3136,0.0,0.0465,43.7,19.0,44.6,93.3,41.8,31.3
809,Wide Leg,1906,6679.4693,9598.6392,-2919.17,176.2273,6,12,4272.69,5325.9493,0.1097,1.2465,0.3041,0.018,0.0375,43.7,32.3,46.2,74.0,29.4,36.1
810,Flare,1680,651.17,6854.48,-6203.31,-14.8091,0,14,1399.98,5454.5,0.5915,3.8961,0.905,0.0208,0.0037,43.7,72.8,1.4,70.2,1.2,37.1
811,Mom,1501,5026.19,7635.25,-2609.06,445.4546,6,11,1581.8,6053.4501,0.5857,3.8269,0.3417,0.0889,0.0282,43.6,72.5,38.8,11.8,16.8,51.5
812,Wide Leg,1849,15163.51,18029.39,-2865.88,472.7273,14,22,10527.17,7502.22,-0.1678,0.7127,0.159,0.0542,0.085,43.6,15.4,80.7,27.6,78.2,47.6
813,Mom,1906,13882.77,19379.42,-5496.65,907.4758,15,29,8145.35,11234.07,0.1594,1.3792,0.2836,0.0521,0.0779,43.6,35.4,50.0,29.3,74.2,47.2
814,Slim Straight,1570,9244.99,10244.98,-999.99,600.0,10,12,5572.3,4672.68,-0.0878,0.8386,0.0976,0.0553,0.0518,43.6,19.7,92.2,26.6,49.0,47.8
815,Straight,1603,5699.19,8608.25,-2909.06,506.8454,6,12,2181.8,6426.45,0.4931,2.9455,0.3379,0.0556,0.032,43.5,62.9,39.5,26.0,21.9,47.9
816,Straight,1676,2730.71,9781.08,-7050.37,1037.0,3,17,0.0,9781.08,1.0,,0.7208,0.0959,0.0153,43.4,98.7,3.9,10.1,6.0,51.7
817,Straight,1761,1887.75,8939.01,-7051.26,-6.6727,2,16,1999.98,6939.03,0.5525,3.4695,0.7888,0.0186,0.0106,43.4,68.6,3.0,73.1,3.9,36.0
818,Flare,1853,8075.2134,11529.7134,-3454.5,235.0636,8,16,5420.6834,6109.03,0.0597,1.127,0.2996,0.02,0.0453,43.4,28.5,47.0,71.5,39.8,36.4
819,Flare,1776,4309.5127,6636.7627,-2327.25,275.0,4,10,1457.2627,5179.5,0.5609,3.5543,0.3507,0.062,0.0242,43.3,69.9,36.6,21.8,12.2,48.7
820,Flare,1659,3046.21,6682.52,-3636.31,-39.8545,3,13,760.9,5921.62,0.7723,7.7824,0.5442,0.0703,0.0171,43.2,89.2,11.6,17.8,7.0,49.5
821,Super Skinny,1540,6937.4149,12118.8949,-5181.48,303.8273,6,18,4057.4117,8061.4832,0.3304,1.9869,0.4276,0.0245,0.0389,43.2,49.6,22.4,65.4,31.1,37.6
822,Mom,1631,17929.0369,24310.7669,-6381.73,932.1637,19,37,11206.734,13104.0329,0.078,1.1693,0.2625,0.0583,0.1006,43.2,29.8,54.8,24.0,85.5,48.1
823,Super Skinny,1807,14285.7944,24025.6544,-9739.86,230.3091,14,36,11999.8455,12025.8089,0.0011,1.0022,0.4054,0.0159,0.0801,43.2,24.9,26.1,77.2,75.4,34.7
824,Super Skinny,1693,7146.2011,8764.3611,-1618.16,161.0909,7,11,4213.58,4550.7811,0.0385,1.08,0.1846,0.0396,0.0401,43.1,27.2,74.1,44.2,32.4,42.8
825,Super Skinny,1626,10255.0974,16364.7874,-6109.69,-135.0,10,26,8867.061,7497.7263,-0.0837,0.8456,0.3733,0.0,0.0575,43.1,19.9,31.9,93.3,56.6,30.5
826,Mom,1828,15153.1674,22187.0774,-7033.91,826.0182,17,35,9638.5038,12548.5736,0.1312,1.3019,0.317,0.0461,0.085,43.1,33.2,44.0,35.3,78.1,45.0
827,Wide Leg,1686,12382.4789,16066.1489,-3683.67,1062.3364,13,21,6724.7418,9341.4071,0.1629,1.3891,0.2293,0.0885,0.0694,43.0,35.8,64.6,11.9,67.7,50.8
828,Slim Straight,1678,14391.2444,19227.5544,-4836.31,600.0,15,25,10354.9144,8872.64,-0.0771,0.8569,0.2515,0.0382,0.0807,43.0,20.2,57.7,45.7,75.8,42.3
829,Mom,1628,19904.9815,26086.7215,-6181.74,703.7364,23,37,16684.8073,9401.9142,-0.2792,0.5635,0.237,0.0361,0.1116,43.0,11.0,61.6,49.2,89.1,41.5
830,Mom,1512,9311.2714,10220.3514,-909.08,1186.8636,12,14,5004.2714,5216.08,0.0207,1.0423,0.0889,0.104,0.0522,43.0,25.9,93.5,8.9,49.7,51.5
831,Straight,1524,5013.59,12468.07,-7454.48,440.9091,5,19,2727.24,9740.83,0.5625,3.5717,0.5979,0.0342,0.0281,43.0,70.1,8.5,51.8,16.7,40.8
832,Flare,1895,6684.84,10662.86,-3978.02,42.3545,7,15,4390.19,6272.67,0.1765,1.4288,0.3731,0.0143,0.0375,43.0,36.8,32.0,79.0,29.6,33.9
833,Mom,1759,13913.8497,17277.4397,-3363.59,2243.4546,19,27,7788.07,9489.3697,0.0985,1.2184,0.1947,0.1271,0.078,42.9,31.6,72.1,5.4,74.3,52.3
834,Super Skinny,1687,17505.1874,20868.7974,-3363.61,1353.6364,21,27,12432.1823,8436.6151,-0.1915,0.6786,0.1612,0.0609,0.0982,42.9,14.2,80.4,22.5,84.0,48.0
835,Super Skinny,1666,18507.215,24965.315,-6458.1,349.0909,20,34,14991.62,9973.695,-0.201,0.6653,0.2587,0.0338,0.1038,42.9,13.9,55.6,52.2,87.0,40.6
836,Super Skinny,1814,9412.1677,13462.9877,-4050.82,-312.7818,10,18,8407.1077,5055.88,-0.2489,0.6014,0.3009,0.0,0.0528,42.8,12.2,46.8,93.3,50.6,30.2
837,Wide Leg,1837,7444.4209,16243.1909,-8798.77,594.2909,7,23,3609.0509,12634.14,0.5556,3.5007,0.5417,0.0467,0.0418,42.7,69.1,11.8,34.4,34.8,44.8
838,Flare,1565,9906.9035,11815.9735,-1909.07,648.6909,11,15,6259.3193,5556.6542,-0.0595,0.8877,0.1616,0.052,0.0556,42.7,21.6,80.2,29.5,54.1,46.0
839,Wide Leg,1813,10165.6498,16142.8798,-5977.23,763.6364,10,20,5090.86,11052.0198,0.3693,2.171,0.3703,0.0566,0.057,42.6,52.4,32.9,25.3,55.6,46.9
840,Super Skinny,1556,10000.721,14364.301,-4363.58,294.5454,11,20,7631.021,6733.28,-0.0625,0.8824,0.3038,0.0201,0.0561,42.6,21.3,46.3,71.3,54.6,35.4
841,Super Skinny,1879,8776.3619,14503.5919,-5727.23,370.4546,10,20,5727.19,8776.4019,0.2102,1.5324,0.3949,0.0249,0.0492,42.5,39.5,27.7,64.8,45.3,36.9
842,Slim Straight,1534,6439.0857,8758.2557,-2319.17,300.0,6,12,3694.6657,5063.59,0.1563,1.3705,0.2648,0.0331,0.0361,42.4,35.0,54.2,53.3,27.9,39.7
843,Flare,1627,3428.55,7373.97,-3945.42,207.7909,3,11,999.99,6373.98,0.7288,6.374,0.535,0.0677,0.0192,42.4,85.8,12.4,19.0,8.1,48.3
844,Mom,1711,6624.7746,8442.9346,-1818.16,3081.6818,11,15,2679.9609,5762.9738,0.3652,2.1504,0.2153,0.2674,0.0372,42.2,51.9,67.6,0.9,29.3,52.6
845,Flare,1867,3180.9208,8667.2208,-5486.3,201.3636,3,15,912.26,7754.9608,0.7895,8.5008,0.633,0.0762,0.0178,42.2,90.8,6.9,15.3,7.5,49.0
846,Flare,1863,12564.2144,21475.1244,-8910.91,412.1182,13,31,10243.2528,11231.8716,0.046,1.0965,0.4149,0.0188,0.0705,42.1,27.8,24.8,72.7,68.6,34.5
847,Straight,1534,4845.4,7027.2,-2181.8,727.2727,6,10,1663.61,5363.59,0.5265,3.2241,0.3105,0.0938,0.0272,42.1,66.1,45.0,10.7,15.4,50.0
848,Mom,1869,8382.6609,14955.3009,-6572.64,245.4546,8,24,5054.49,9900.8109,0.3241,1.9588,0.4395,0.0318,0.047,42.1,48.8,20.5,55.0,42.9,38.8
849,Mom,1665,9291.5648,13636.9548,-4345.39,-18.1818,9,21,7000.6648,6636.29,-0.0267,0.948,0.3186,0.0196,0.0521,42.1,23.3,43.6,72.0,49.6,34.6
850,Wide Leg,1853,2752.1999,5898.1199,-3145.92,-300.0,2,10,909.08,4989.0399,0.6917,5.488,0.5334,0.0567,0.0154,42.0,82.2,12.6,25.3,6.2,46.2
851,Slim Straight,1674,8598.5576,10298.5376,-1699.98,0.0,9,13,7025.8376,3272.7,-0.3644,0.4658,0.1651,0.0283,0.0482,42.0,8.9,79.2,60.1,44.1,37.5
852,Flare,1518,7350.13,13628.87,-6278.74,465.1727,8,22,3636.32,9992.55,0.4664,2.748,0.4607,0.0425,0.0412,41.9,60.4,18.5,39.9,34.0,42.4
853,Wide Leg,1844,11772.3521,16585.9421,-4813.59,1071.8273,12,22,6434.0684,10151.8737,0.2242,1.5778,0.2902,0.0715,0.066,41.9,40.8,49.1,17.4,65.4,48.0
854,Super Skinny,1605,12220.9043,17039.0143,-4818.11,370.0,13,25,10435.1733,6603.8409,-0.2249,0.6328,0.2828,0.0213,0.0685,41.7,13.0,50.3,69.5,67.1,34.8
855,Mom,1542,6394.1382,12144.3582,-5750.22,-454.5364,6,20,4636.31,7508.0482,0.2365,1.6194,0.4735,0.0114,0.0359,41.7,42.2,17.3,81.8,27.4,31.6
856,Flare,1706,3657.44,6519.91,-2862.47,108.7,4,10,1636.34,4883.57,0.498,2.9844,0.439,0.0364,0.0205,41.6,63.3,20.7,48.7,9.1,39.8
857,Slim Straight,1579,9064.5407,12183.7007,-3119.16,0.0,9,17,10001.9007,2181.8,-0.6418,0.2181,0.256,0.0,0.0508,41.5,3.8,56.7,93.3,47.5,28.5
858,Flare,1941,2858.8731,7258.8231,-4399.95,520.4545,2,12,961.1531,6297.67,0.7352,6.5522,0.6062,0.0669,0.016,41.5,86.5,8.1,19.3,6.7,47.0
859,Mom,1720,1481.8,5172.66,-3690.86,518.1818,2,12,0.0,5172.66,1.0,,0.7135,0.1632,0.0083,41.5,98.7,4.1,2.8,3.1,51.2
860,Skinny,1714,5698.32,6698.31,-999.99,2683.4182,10,14,2480.94,4217.37,0.2592,1.6999,0.1493,0.3029,0.032,41.5,43.9,82.2,0.5,21.8,51.7
861,Mom,1870,12476.26,14930.77,-2454.51,968.3727,15,21,8395.15,6535.62,-0.1245,0.7785,0.1644,0.0609,0.07,41.5,17.4,79.2,22.6,68.1,46.2
862,Baggy,1838,6535.42,10962.64,-4427.22,-206.8273,5,15,2818.15,8144.49,0.4859,2.89,0.4038,0.055,0.0367,41.4,62.7,26.6,27.0,28.6,45.0
863,Flare,1806,9847.582,32012.442,-22164.86,160.6,7,59,12348.2258,19664.2162,0.2285,1.5925,0.6924,0.0154,0.0552,41.4,41.4,4.7,78.1,53.5,32.2
864,Straight,1569,5915.1862,9040.4662,-3125.28,358.1091,6,12,2582.4062,6458.06,0.4287,2.5008,0.3457,0.053,0.0332,41.4,56.6,37.8,28.8,23.4,44.5
865,Slim Straight,1855,8040.83,10677.16,-2636.33,0.0,8,14,8495.36,2181.8,-0.5913,0.2568,0.2469,0.0,0.0451,41.3,4.7,59.3,93.3,39.5,28.3
866,Flare,1556,9069.3324,18053.7324,-8984.4,400.1636,9,29,5014.9724,13038.76,0.4444,2.6,0.4976,0.046,0.0509,41.3,58.3,14.8,35.4,47.7,42.7
867,Wide Leg,1896,6178.7381,10341.3881,-4162.65,122.3727,6,14,2608.4081,7732.98,0.4955,2.9646,0.4025,0.0545,0.0347,41.2,63.1,26.8,27.4,25.5,44.7
868,Mom,1714,25341.9505,33348.4605,-8006.51,5361.8637,38,60,15836.92,17511.5405,0.0502,1.1057,0.2401,0.1581,0.1421,41.2,27.9,60.7,3.0,94.7,50.7
869,Mom,1850,5187.9527,6824.2927,-1636.34,395.2636,6,10,2486.5227,4337.77,0.2713,1.7445,0.2398,0.0547,0.0291,41.2,44.9,60.8,27.2,17.6,44.8
870,Slim Straight,1839,6462.5266,8007.9566,-1545.43,0.0,7,11,8007.9566,0.0,-1.0,0.0,0.193,0.0,0.0362,41.2,0.5,72.4,93.3,28.1,28.1
871,Mom,1696,15373.6566,23400.8366,-8027.18,1565.0727,18,36,9062.0266,14338.81,0.2255,1.5823,0.343,0.0718,0.0862,41.2,41.0,38.2,17.2,78.7,47.2
872,Straight,1934,3714.35,6987.05,-3272.7,649.2546,4,10,1090.9,5896.15,0.6877,5.4048,0.4684,0.085,0.0208,41.1,81.5,17.8,13.2,9.4,48.1
873,Mom,1940,7160.9671,9797.2971,-2636.33,1343.5091,9,15,2963.5982,6833.6989,0.395,2.3059,0.2691,0.1206,0.0402,41.1,54.0,53.6,6.4,32.4,49.8
874,Flare,1666,10648.7463,27020.6663,-16371.92,363.7636,11,47,8490.8,18529.8663,0.3715,2.1823,0.6059,0.0385,0.0597,41.0,52.6,8.2,45.5,58.7,39.9
875,Slim Straight,1848,7561.8263,8470.9063,-909.08,300.0,8,10,6289.1063,2181.8,-0.4849,0.3469,0.1073,0.0342,0.0424,41.0,6.6,90.8,51.7,35.5,38.3
876,Wide Leg,1665,9055.6595,14716.4395,-5660.78,351.7273,9,19,5490.85,9225.5895,0.2538,1.6802,0.3847,0.0392,0.0508,40.9,43.4,29.8,44.9,47.2,39.9
