rank,fit,StoreCode,net_sales,gross_sales,return_amount,discount_amount,net_qty,n_rows,gross_h1,gross_h2,growth_index,growth_ratio_h2_h1,return_rate_amount,discount_intensity,net_share_pct,potential_score,pctile_growth_index,pctile_return_rate_amount,pctile_discount_intensity,pctile_net_share_pct,score_excl_discount
1,Straight,1788,15191.12,16282.02,-1090.9,172.3909,14,16,918.51,15363.51,0.8872,16.7266,0.067,0.0105,0.0852,91.1,96.6,96.2,83.3,78.4,93.1
2,Straight,1532,15843.6096,17257.2196,-1413.61,-41.5454,14,18,2109.71,15147.5096,0.7555,7.1799,0.0819,0.0042,0.0889,88.0,88.0,94.6,86.1,79.6,88.5
3,Flare,1662,13152.89,15061.96,-1909.07,132.3546,13,17,818.17,14243.79,0.8914,17.4093,0.1267,0.0087,0.0738,87.8,96.8,86.0,84.4,71.2,88.6
4,Wide Leg,1688,27015.3681,31515.3381,-4499.97,173.8,23,31,3181.79,28333.5481,0.7981,8.9049,0.1428,0.0154,0.1515,87.5,91.6,83.5,78.1,95.8,89.9
5,Wide Leg,1543,20489.4491,23041.9491,-2552.5,-633.8364,17,23,3090.88,19951.0691,0.7317,6.4548,0.1108,0.0076,0.1149,87.4,86.1,89.9,85.1,89.8,88.0
6,Straight,1651,27759.7058,28541.5158,-781.81,1046.8182,26,28,1999.98,26541.5358,0.8599,13.2709,0.0274,0.0354,0.1557,87.0,95.2,98.1,50.0,96.2,96.3
7,Flare,1861,9582.512,10764.322,-1181.81,96.2546,9,11,0.0,10764.322,1.0,,0.1098,0.0089,0.0537,86.7,98.7,90.3,84.1,51.9,87.3
8,Straight,1541,10181.74,12181.72,-1999.98,0.0,9,13,0.0,12181.72,1.0,,0.1642,0.0,0.0571,86.3,98.7,79.4,93.3,55.7,84.6
9,Straight,1655,18139.0129,20229.9029,-2090.89,442.2727,17,21,2090.89,18139.0129,0.7933,8.6753,0.1034,0.0214,0.1017,86.2,91.2,91.5,69.3,86.2,90.4
10,Straight,1621,24121.2398,28772.0998,-4650.86,20.3909,22,32,1999.98,26772.1198,0.861,13.3862,0.1616,0.0218,0.1353,86.0,95.4,80.1,68.7,94.0,90.4
11,Straight,1801,22682.3534,25434.3234,-2751.97,-10.5727,21,27,4126.17,21308.1534,0.6755,5.1641,0.1082,0.0057,0.1272,85.7,80.3,90.4,85.6,92.8,85.8
12,Flare,1860,8363.56,9181.73,-818.17,0.0,8,10,818.17,8363.56,0.8218,10.2223,0.0891,0.0,0.0469,85.7,93.2,93.4,93.3,42.5,83.8
13,Flare,1544,10506.93,11688.74,-1181.81,178.2546,10,12,818.17,10870.57,0.86,13.2864,0.1011,0.015,0.0589,85.4,95.3,91.6,78.5,57.9,87.1
14,Straight,1732,10866.57,11775.65,-909.08,315.1545,10,12,0.0,11775.65,1.0,,0.0772,0.0261,0.0609,85.0,98.7,95.2,63.3,60.1,90.4
15,Straight,1688,32349.84,38274.61,-5924.77,633.3364,30,42,3999.96,34274.65,0.791,8.5687,0.1548,0.0227,0.1814,85.0,90.9,81.5,67.4,98.3,89.4
16,Straight,1546,14262.19,15953.08,-1690.89,455.3364,13,17,1090.9,14862.18,0.8632,13.6238,0.106,0.0278,0.08,84.5,95.7,91.1,60.9,75.2,90.4
17,Flare,1932,15489.8327,18580.7127,-3090.88,303.7182,15,21,1571.75,17008.9627,0.8308,10.8217,0.1663,0.0161,0.0869,84.5,94.0,78.7,77.0,78.9,86.4
18,Straight,1817,14440.29,18411.43,-3971.14,-78.8545,13,21,1006.12,17405.31,0.8907,17.2994,0.2157,0.0046,0.081,84.1,96.8,67.3,86.0,76.1,83.7
19,Straight,1618,37637.62,43374.94,-5737.32,1638.0727,35,47,2900.44,40474.5,0.8663,13.9546,0.1323,0.0364,0.2111,84.1,95.8,84.8,48.6,99.0,93.0
20,Wide Leg,1552,22525.9866,28408.8866,-5882.9,241.5273,20,30,2781.79,25627.0966,0.8042,9.2124,0.2071,0.0156,0.1263,83.8,92.3,69.7,77.6,92.7,85.3
21,Flare,1551,11669.8895,13433.5095,-1763.62,0.0,11,15,1500.6095,11932.9,0.7766,7.952,0.1313,0.0107,0.0654,83.4,89.7,85.0,82.9,65.0,83.6
22,Straight,1535,12552.64,14161.71,-1609.07,83.6364,11,15,909.08,13252.63,0.8716,14.5781,0.1136,0.0264,0.0704,83.4,96.0,89.0,62.7,68.4,88.6
23,Straight,1552,36968.9348,45818.8548,-8849.92,664.1636,34,52,4727.2218,41091.633,0.7937,8.6926,0.1932,0.0215,0.2073,83.3,91.3,72.3,69.2,98.9,86.8
24,Straight,1898,10850.4666,10850.4666,0.0,287.9364,10,10,1090.9,9759.5666,0.7989,8.9463,0.0,0.0259,0.0609,83.2,91.9,99.1,63.5,60.0,88.2
25,Straight,1883,16517.3622,17608.2622,-1090.9,770.1909,16,18,1090.9,16517.3622,0.8761,15.141,0.062,0.0419,0.0926,83.1,96.1,96.6,40.9,81.9,93.6
26,Straight,1714,32182.5982,38918.0182,-6735.42,807.8364,31,45,4272.6718,34645.3464,0.7804,8.1086,0.1731,0.0251,0.1805,82.9,90.2,76.6,64.6,98.1,87.4
27,Straight,1924,11090.82,11090.82,0.0,0.0,10,10,2181.8,8909.02,0.6066,4.0833,0.0,0.0,0.0622,82.6,74.7,99.1,93.3,61.8,79.9
28,Straight,1634,13418.5033,13418.5033,0.0,646.8727,13,13,0.0,13418.5033,1.0,,0.0,0.046,0.0753,82.2,98.7,99.1,35.4,72.5,93.9
29,Wide Leg,1914,8869.95,10597.2,-1727.25,0.0,7,11,1090.9,9506.3,0.7941,8.7142,0.163,0.0,0.0497,82.0,91.5,79.6,93.3,45.7,79.2
30,Flare,1540,21352.1546,25859.6846,-4507.53,0.0,20,30,4909.04,20950.6446,0.6203,4.2678,0.1743,0.0,0.1198,81.9,76.3,76.2,93.3,91.0,79.0
31,Wide Leg,1715,15031.8396,15031.8396,0.0,510.1818,14,14,1999.98,13031.8596,0.7339,6.516,0.0,0.0328,0.0843,81.8,86.3,99.1,53.9,77.9,88.7
32,Flare,1523,12089.25,13621.7,-1532.45,56.1,11,15,1999.98,11621.72,0.7064,5.8109,0.1125,0.0142,0.0678,81.8,84.0,89.4,79.3,66.4,82.4
33,Flare,1675,16432.0188,19838.0388,-3406.02,-124.4273,16,24,2681.79,17156.2488,0.7296,6.3973,0.1717,0.0143,0.0922,81.7,86.0,77.0,79.2,81.7,82.4
34,Baggy,1507,13681.72,13681.72,0.0,318.1818,12,12,2181.8,11499.92,0.6811,5.2708,0.0,0.0227,0.0767,81.7,81.0,99.1,67.5,73.6,85.3
35,Straight,1669,18312.4,20494.2,-2181.8,985.7909,18,22,1090.9,19403.3,0.8935,17.7865,0.1065,0.0459,0.1027,81.6,96.9,90.8,35.7,86.5,93.0
36,Straight,1766,11858.12,14039.92,-2181.8,354.5454,11,15,1090.9,12949.02,0.8446,11.87,0.1554,0.0246,0.0665,81.0,94.5,81.4,65.2,65.8,85.0
37,Straight,1802,11042.67,12860.83,-1818.16,320.8818,10,14,1090.9,11769.93,0.8304,10.7892,0.1414,0.0243,0.0619,80.8,93.8,83.7,65.7,61.2,84.5
38,Straight,1521,13240.3286,15331.2186,-2090.89,419.5818,13,17,1580.4,13750.8186,0.7938,8.7008,0.1364,0.0266,0.0743,80.8,91.4,84.4,62.0,71.4,85.5
39,Wide Leg,1628,31575.8544,35549.0544,-3973.2,1173.0303,29,37,4990.7044,30558.35,0.7192,6.1231,0.1118,0.0368,0.1771,80.7,84.8,89.7,48.1,97.9,88.8
40,Wide Leg,1579,10119.1898,12900.9798,-2781.79,177.2727,8,14,0.0,12900.9798,1.0,,0.2156,0.0136,0.0568,80.6,98.7,67.4,79.8,55.3,80.8
41,Straight,1637,16238.42,18033.21,-1794.79,49.9273,15,19,3903.93,14129.28,0.567,3.6192,0.0995,0.007,0.0911,80.5,70.6,91.9,85.4,81.1,79.2
42,Wide Leg,1743,12398.7888,14444.2288,-2045.44,145.0454,10,14,2272.71,12171.5188,0.6853,5.3555,0.1416,0.0099,0.0695,80.4,81.5,83.6,83.6,67.8,79.6
43,Straight,1551,20134.4928,23316.2828,-3181.79,741.8182,19,25,3062.3086,20253.9742,0.7373,6.614,0.1365,0.0308,0.1129,80.4,86.7,84.3,56.4,89.3,86.4
44,Flare,1837,11297.68,12934.02,-1636.34,219.6909,10,14,1790.16,11143.86,0.7232,6.2251,0.1265,0.0167,0.0634,80.3,85.3,86.0,76.2,62.8,81.3
45,Straight,1838,43173.3792,49166.4892,-5993.11,1185.6455,40,54,7301.22,41865.2692,0.703,5.734,0.1219,0.0354,0.2421,80.2,83.5,87.4,50.0,99.6,87.7
46,Straight,1543,45106.8842,50434.0942,-5327.21,616.9546,42,54,12236.23,38197.8642,0.5148,3.1217,0.1056,0.0121,0.253,80.1,65.3,91.2,81.2,99.7,79.8
47,Flare,1760,14290.18,17040.15,-2749.97,73.3273,14,20,2369.28,14670.87,0.7219,6.1921,0.1614,0.0186,0.0801,80.0,85.1,80.3,72.9,75.5,81.8
48,Flare,1769,22497.1898,25406.2498,-2909.06,745.6818,22,28,4128.4,21277.8498,0.675,5.154,0.1145,0.0285,0.1262,80.0,80.1,88.6,59.8,92.5,85.1
49,Wide Leg,1596,10269.0616,11359.9616,-1090.9,92.4909,9,11,1999.98,9359.9816,0.6479,4.68,0.096,0.0081,0.0576,79.9,78.3,92.3,84.7,56.7,78.6
50,Flare,1596,9637.5343,13001.1443,-3363.61,0.0,9,15,0.0,13001.1443,1.0,,0.2587,0.0,0.0541,79.8,98.7,55.5,93.3,52.2,76.5
51,Straight,1517,35545.315,40894.545,-5349.23,1244.8727,33,45,5181.77,35712.775,0.7466,6.892,0.1308,0.0417,0.1994,79.4,87.7,85.1,41.2,98.7,88.9
52,Straight,1519,21642.62,26800.43,-5157.81,-10.9727,20,30,4272.69,22527.74,0.6811,5.2725,0.1925,0.0171,0.1214,79.4,81.1,72.5,75.8,91.3,80.3
53,Flare,1671,11371.6472,14818.0372,-3446.39,-530.0,11,19,1717.7972,13100.24,0.7681,7.6262,0.2326,0.0,0.0638,79.3,88.7,62.9,93.3,63.0,75.8
54,Straight,1566,16339.8831,18848.9431,-2509.06,272.7273,15,21,2772.9731,16075.97,0.7058,5.7974,0.1331,0.0281,0.0916,79.0,83.9,84.7,60.5,81.4,83.7
55,Wide Leg,1667,18740.8525,21013.5625,-2272.71,484.6636,17,21,4181.78,16831.7825,0.602,4.025,0.1082,0.0225,0.1051,78.9,74.3,90.4,67.7,87.1,81.7
56,Straight,1889,8053.53,9144.43,-1090.9,196.3636,8,10,909.08,8235.35,0.8012,9.059,0.1193,0.021,0.0452,78.7,92.3,87.8,69.7,39.6,81.0
57,Straight,1892,22882.41,28216.37,-5333.96,128.8454,20,32,4962.01,23254.36,0.6483,4.6865,0.189,0.0178,0.1283,78.6,78.4,73.4,74.7,93.2,79.6
58,Flare,1574,21257.8156,23621.4156,-2363.6,713.6364,20,26,4539.7556,19081.66,0.6156,4.2032,0.1001,0.0293,0.1192,78.5,75.8,91.7,58.2,90.7,83.6
59,Wide Leg,1923,13623.9498,14654.0198,-1030.07,165.5583,11,15,3090.88,11563.1398,0.5782,3.7411,0.0703,0.0184,0.0764,78.4,71.8,95.9,73.4,73.2,79.6
60,Baggy,1811,8126.2994,10308.0994,-2181.8,0.0,7,11,1090.9,9217.1994,0.7883,8.4492,0.2117,0.0,0.0456,78.2,90.6,68.7,93.3,40.5,74.4
61,Baggy,1517,11469.2203,11978.3003,-509.08,360.3273,10,12,1090.9,10887.4003,0.8179,9.9802,0.0425,0.0461,0.0643,78.2,93.0,97.9,35.2,63.6,89.0
62,Wide Leg,1921,10045.3669,13099.8869,-3054.52,150.0727,8,14,1090.9,12008.9869,0.8334,11.0083,0.2332,0.0113,0.0563,78.0,94.1,62.7,82.2,55.0,77.0
63,Straight,1845,47977.5747,54045.6947,-6068.12,1760.3273,45,57,10574.9386,43470.7561,0.6087,4.1107,0.1123,0.0335,0.2691,77.9,75.1,89.5,52.6,99.8,84.2
64,Straight,1803,24531.4685,33386.9385,-8855.47,-87.0182,22,40,1999.98,31386.9585,0.8802,15.6936,0.2652,0.0297,0.1376,77.8,96.3,54.1,57.7,94.5,82.8
65,Straight,1758,48820.5258,58664.0658,-9843.54,1253.0727,45,65,11965.6795,46698.3864,0.5921,3.9027,0.1678,0.0209,0.2738,77.7,72.9,78.2,69.9,99.8,79.6
66,Straight,1673,41695.2393,48386.0793,-6690.84,897.5,39,53,10416.51,37969.5693,0.5694,3.6451,0.1383,0.0236,0.2338,77.6,71.0,83.9,66.5,99.3,80.3
67,Baggy,1650,9327.2,11181.73,-1854.53,-54.5455,8,12,1090.9,10090.83,0.8049,9.25,0.1659,0.0238,0.0523,77.5,92.4,79.0,66.3,50.1,80.3
68,Flare,1807,19626.09,25545.21,-5919.12,0.0,18,32,5090.84,20454.37,0.6014,4.0179,0.2317,0.0,0.1101,77.4,74.2,63.2,93.3,88.5,73.4
69,Straight,1920,13605.79,17787.57,-4181.78,0.0,13,21,2909.06,14878.51,0.6729,5.1145,0.2351,0.0,0.0763,77.1,79.8,62.1,93.3,73.1,73.0
70,Baggy,1820,10987.2667,10987.2667,0.0,663.3546,10,10,763.63,10223.6367,0.861,13.3882,0.0,0.0569,0.0616,77.1,95.5,99.1,25.1,60.7,90.1
71,Flare,1667,17695.3827,21227.1627,-3531.78,0.0,17,25,5182.6627,16044.5,0.5117,3.0958,0.1664,0.0,0.0992,77.0,65.0,78.6,93.3,84.7,72.9
72,Flare,1813,23949.5532,28858.5732,-4909.02,1243.0727,23,35,3529.2496,25329.3236,0.7554,7.177,0.1701,0.0413,0.1343,76.9,87.9,77.5,41.6,93.8,85.8
73,Wide Leg,1557,14884.5699,16903.4599,-2018.89,110.3,13,17,4090.87,12812.5899,0.516,3.132,0.1194,0.0065,0.0835,76.8,65.4,87.7,85.6,77.5,74.6
74,Wide Leg,1516,26897.2882,32848.2582,-5950.97,891.0545,23,35,5090.86,27757.3982,0.69,5.4524,0.1812,0.0323,0.1508,76.7,81.8,75.1,54.4,95.7,82.3
75,Wide Leg,1856,11377.7291,12559.5391,-1181.81,0.0,10,12,3181.79,9377.7491,0.4933,2.9473,0.0941,0.0,0.0638,76.5,63.0,92.8,93.3,63.1,72.3
76,Wide Leg,1845,20188.4014,26914.6914,-6726.29,-152.7273,17,31,4090.87,22823.8214,0.696,5.5792,0.2499,0.016,0.1132,76.5,82.7,58.4,77.1,89.6,76.4
77,Flare,1638,16219.0833,19491.7833,-3272.7,445.3727,16,22,3436.3133,16055.47,0.6474,4.6723,0.1679,0.0223,0.091,76.4,78.0,78.1,67.9,80.8,78.6
78,Straight,1646,16842.58,20115.28,-3272.7,490.9091,16,22,3727.23,16388.05,0.6294,4.3968,0.1627,0.0238,0.0945,76.3,76.9,79.8,66.2,82.3,78.8
79,Straight,1820,24701.558,29804.958,-5103.4,1960.5364,24,34,1577.71,28227.248,0.8941,17.8913,0.1712,0.0667,0.1385,76.2,97.0,77.2,19.6,94.6,90.4
80,Wide Leg,1555,10599.7425,13872.4425,-3272.7,0.0,9,15,2090.89,11781.5525,0.6986,5.6347,0.2359,0.0,0.0594,76.1,83.0,61.9,93.3,58.5,71.8
81,Baggy,1856,8691.39,9782.29,-1090.9,318.1818,8,10,1090.9,8691.39,0.777,7.9672,0.1115,0.0315,0.0487,76.1,89.7,89.7,55.6,44.6,81.2
82,Wide Leg,1692,7454.5,9545.39,-2090.89,0.0,6,10,1090.9,8454.49,0.7714,7.75,0.219,0.0,0.0418,76.1,89.0,66.7,93.3,34.9,71.9
83,Straight,1650,31521.3921,37339.5321,-5818.14,1206.3818,30,40,7375.9082,29963.6239,0.6049,4.0624,0.1558,0.0313,0.1768,76.0,74.6,81.3,55.9,97.9,81.1
84,Baggy,1576,9879.2,10970.1,-1090.9,484.3636,9,11,1090.9,9879.2,0.8011,9.056,0.0994,0.0423,0.0554,76.0,92.2,91.9,40.3,53.8,84.9
85,Flare,1519,17285.0077,25421.2977,-8136.29,0.0,16,32,3545.41,21875.8877,0.7211,6.1702,0.3201,0.0,0.0969,75.9,85.0,42.9,93.3,83.2,71.5
86,Flare,1557,17869.6117,20713.0617,-2843.45,66.8546,17,23,5180.6217,15532.44,0.4998,2.9982,0.1373,0.0107,0.1002,75.8,63.4,84.1,83.0,85.2,74.0
87,Straight,1654,16798.0143,18343.4443,-1545.43,308.4455,16,20,3947.67,14395.7743,0.5696,3.6467,0.0842,0.0307,0.0942,75.7,71.1,94.4,56.6,82.2,80.5
88,Flare,1842,8454.47,9340.82,-886.35,363.6364,8,10,999.99,8340.83,0.7859,8.3409,0.0949,0.0375,0.0474,75.3,90.4,92.7,47.3,43.4,82.3
89,Straight,1596,15600.76,15600.76,0.0,762.7364,15,15,2636.33,12964.43,0.662,4.9176,0.0,0.0466,0.0875,75.2,79.2,99.1,34.6,79.1,85.4
90,Straight,1689,12618.69,15381.68,-2762.99,290.2909,12,18,1999.98,13381.7,0.74,6.6909,0.1796,0.0309,0.0708,75.2,87.1,75.5,56.2,68.8,80.0
91,Wide Leg,1605,16230.5643,16499.7943,-269.23,468.6818,14,16,2854.52,13645.2743,0.654,4.7802,0.0163,0.0462,0.091,75.1,78.5,98.2,35.0,80.9,85.1
92,Straight,1594,14179.6501,17452.3501,-3272.7,665.4545,14,20,1968.8498,15483.5003,0.7744,7.8642,0.1875,0.0367,0.0795,75.1,89.5,73.7,48.1,75.1,81.9
93,Straight,1579,24043.0918,28679.4018,-4636.31,1059.0909,23,33,4363.5818,24315.82,0.6957,5.5724,0.1617,0.0444,0.1348,74.7,82.6,80.0,37.8,93.9,83.9
94,Straight,1695,11393.7257,13575.5257,-2181.8,272.7273,11,15,2586.33,10989.1957,0.619,4.249,0.1607,0.0197,0.0639,74.5,76.2,80.6,71.9,63.1,75.1
95,Wide Leg,1650,17231.69,19418.04,-2186.35,-177.2727,15,19,6054.49,13363.55,0.3764,2.2072,0.1126,0.0,0.0966,74.5,52.8,89.3,93.3,82.9,69.8
96,Wide Leg,1625,13107.0778,15816.1378,-2709.06,-109.0909,11,17,3909.05,11907.0878,0.5057,3.046,0.1713,0.0,0.0735,74.4,64.6,77.1,93.3,70.9,69.7
97,Baggy,1533,13092.21,15455.83,-2363.62,600.0,12,16,2181.8,13274.03,0.7177,6.084,0.1529,0.0374,0.0734,74.4,84.6,81.7,47.6,70.8,81.1
98,Flare,1848,19138.2876,27049.2576,-7910.97,457.6273,18,36,3300.5276,23748.73,0.756,7.1954,0.2925,0.0217,0.1073,74.2,88.1,48.4,68.7,87.6,75.6
99,Flare,1509,9421.1473,10421.1373,-999.99,220.1909,10,12,2110.1473,8310.99,0.595,3.9386,0.096,0.0207,0.0528,74.1,73.4,92.4,70.3,50.7,75.1
100,Straight,1626,13742.4918,14833.3918,-1090.9,530.1182,13,15,3090.8818,11742.51,0.5833,3.7991,0.0735,0.0345,0.0771,74.1,72.4,95.7,51.1,73.8,79.9
101,Straight,1775,26133.4098,34291.3398,-8157.93,455.2182,24,42,5744.9381,28546.4017,0.6649,4.969,0.2379,0.0265,0.1466,73.9,79.4,61.2,62.5,95.4,76.7
102,Flare,1619,13853.32,17944.19,-4090.87,510.1818,14,22,2454.51,15489.68,0.7264,6.3107,0.228,0.0276,0.0777,73.8,85.6,64.7,61.1,74.0,76.9
103,Flare,1909,15800.7109,17709.7809,-1909.07,1017.3182,16,20,2571.74,15138.0409,0.7096,5.8863,0.1078,0.0543,0.0886,73.7,84.1,90.5,27.5,79.5,85.2
104,Straight,1675,11110.2655,14564.7755,-3454.51,477.4,10,18,1090.9,13473.8755,0.8502,12.3512,0.2372,0.0317,0.0623,73.6,94.8,61.5,55.2,61.9,78.2
105,Straight,1628,41244.7233,49517.3733,-8272.65,2501.1091,40,55,7440.828,42076.5454,0.6995,5.6548,0.1671,0.053,0.2313,73.5,83.2,78.5,28.7,99.2,84.7
106,Flare,1527,37703.2071,52394.9571,-14691.75,870.5727,35,67,9225.6771,43169.28,0.6478,4.6793,0.2804,0.0183,0.2115,73.5,78.1,50.9,73.5,99.1,73.5
107,Straight,1681,12713.08,17167.59,-4454.51,377.7273,12,20,2063.22,15104.37,0.7596,7.3208,0.2595,0.0215,0.0713,73.4,88.3,55.3,69.1,69.2,74.4
108,Straight,1935,20667.7556,22613.1956,-1945.44,661.4909,20,24,4909.04,17704.1556,0.5658,3.6064,0.086,0.0419,0.1159,73.4,70.5,94.1,41.0,90.1,81.6
109,Straight,1939,35306.37,45195.02,-9888.65,1392.4364,33,53,6808.48,38386.54,0.6987,5.638,0.2188,0.04,0.198,73.4,83.1,66.8,43.5,98.7,80.9
110,Wide Leg,1811,9648.1496,11739.0396,-2090.89,300.0,9,13,1699.98,10039.0596,0.7104,5.9054,0.1781,0.0249,0.0541,73.4,84.2,75.8,64.7,52.2,75.6
111,Straight,1712,7596.3009,9869.0109,-2272.71,130.9091,7,11,1090.9,8778.1109,0.7789,8.0467,0.2303,0.0131,0.0426,73.4,90.1,63.9,80.3,35.9,71.8
112,Straight,1576,27124.0108,38993.8208,-11869.81,753.7636,24,48,2987.88,36005.9408,0.8468,12.0507,0.3044,0.0367,0.1521,73.4,94.6,46.1,48.2,95.9,79.7
113,Flare,1896,9325.8806,12416.7606,-3090.88,227.2727,9,15,1298.7193,11118.0413,0.7908,8.5608,0.2489,0.018,0.0523,73.4,90.8,58.8,74.3,50.0,73.2
114,Straight,1660,14632.8,18996.4,-4363.6,261.8182,14,22,3803.8,15192.6,0.5995,3.9941,0.2297,0.0136,0.0821,73.2,74.1,64.4,79.6,76.6,71.5
115,Super Skinny,1857,13089.3497,13907.5197,-818.17,418.0,13,15,3272.68,10634.8397,0.5294,3.2496,0.0588,0.0292,0.0734,73.1,66.5,96.9,58.3,70.6,76.8
116,Flare,1654,16368.8464,20277.8964,-3909.05,163.6364,16,24,5018.12,15259.7764,0.5051,3.0409,0.1928,0.008,0.0918,73.0,64.3,72.5,84.8,81.5,70.1
117,Straight,1823,24163.1435,28997.7935,-4834.65,1064.2273,24,34,5454.4818,23543.3117,0.6238,4.3163,0.1667,0.0407,0.1355,73.0,76.7,78.5,42.6,94.2,80.5
118,Baggy,1803,13235.3143,14326.2143,-1090.9,1321.8636,13,15,1630.7243,12695.49,0.7723,7.7852,0.0761,0.0845,0.0742,72.9,89.3,95.3,13.5,71.3,87.8
119,Baggy,1578,15268.18,17044.48,-1776.3,430.8636,14,18,3672.6918,13371.7882,0.569,3.6409,0.1042,0.0355,0.0856,72.9,70.9,91.2,49.9,78.5,78.7
120,Wide Leg,1549,8965.9909,12511.4209,-3545.43,191.3,8,14,999.99,11511.4309,0.8401,11.5115,0.2834,0.0151,0.0503,72.9,94.3,50.1,78.4,46.5,71.5
121,Straight,1671,11765.0551,12726.9951,-961.94,702.3818,12,14,1529.2,11197.7951,0.7597,7.3226,0.0756,0.0676,0.066,72.8,88.4,95.3,19.1,65.1,86.2
122,Straight,1581,29961.4842,41688.6342,-11727.15,1120.0,28,52,6454.47,35234.1642,0.6903,5.4589,0.2813,0.0262,0.168,72.7,81.9,50.7,63.1,97.3,75.0
123,Wide Leg,1556,13014.719,15923.779,-2909.06,0.0,11,17,4181.78,11741.9989,0.4748,2.8079,0.1827,0.0,0.073,72.5,61.3,74.9,93.3,70.3,67.2
124,Straight,1559,27980.7718,33361.8618,-5381.09,260.9455,25,37,9090.8218,24271.04,0.455,2.6698,0.1613,0.0205,0.1569,72.5,59.4,80.3,70.7,96.4,72.9
125,Super Skinny,1932,13280.8143,14098.9843,-818.17,0.0,13,14,4971.8181,9127.1662,0.2947,1.8358,0.058,0.0,0.0745,72.5,47.0,97.1,93.3,72.0,67.3
126,Straight,1836,15344.24,16162.41,-818.17,559.6364,14,16,4011.75,12150.66,0.5036,3.0288,0.0506,0.0335,0.0861,72.3,63.9,97.5,52.8,78.6,77.2
127,Straight,1844,30093.8051,38883.3251,-8789.52,280.5182,28,46,9044.73,29838.5951,0.5348,3.299,0.226,0.0193,0.1688,72.2,66.9,65.4,72.4,97.4,72.2
128,Wide Leg,1806,35173.09,41334.31,-6161.22,579.0909,31,43,11790.79,29543.52,0.4295,2.5056,0.1491,0.0208,0.1973,72.1,56.8,82.4,70.1,98.6,72.6
129,Flare,1688,28692.5769,39797.0069,-11104.43,1094.8909,28,52,5292.668,34504.3389,0.734,6.5193,0.279,0.0345,0.1609,72.1,86.4,51.1,51.1,96.8,77.3
130,Straight,1850,9265.23,11356.12,-2090.89,450.6,9,13,1090.9,10265.22,0.8079,9.4099,0.1841,0.0382,0.052,72.1,92.6,74.3,45.8,49.3,78.8
131,Wide Leg,1646,17489.6723,20446.1723,-2956.5,2559.6455,19,25,1625.4354,18820.7369,0.841,11.5789,0.1446,0.1301,0.0981,72.1,94.4,82.9,5.3,83.9,88.8
132,Baggy,1671,12563.9744,15927.5844,-3363.61,759.6182,12,17,1378.2244,14549.36,0.8269,10.5566,0.2112,0.0455,0.0705,72.1,93.4,68.9,36.3,68.5,81.1
133,Straight,1605,30191.23,32282.12,-2090.89,1132.6273,29,33,9146.77,23135.35,0.4333,2.5293,0.0648,0.0339,0.1693,72.0,57.3,96.4,52.0,97.5,77.1
134,Flare,1829,9037.8,9454.46,-416.66,0.0,8,10,2818.15,6636.31,0.4038,2.3548,0.0441,0.0,0.0507,72.0,54.5,97.8,93.3,47.1,66.6
135,Straight,1657,18063.62,22367.3,-4303.68,891.1182,18,26,3090.88,19276.42,0.7236,6.2365,0.1924,0.0482,0.1013,71.8,85.4,72.6,32.8,86.0,81.5
136,Baggy,1775,9945.38,10905.37,-959.99,327.2727,9,11,1854.53,9050.84,0.6599,4.8804,0.088,0.0403,0.0558,71.8,79.0,93.6,43.2,54.5,79.0
137,Flare,1552,24250.3252,31068.4352,-6818.11,857.3091,23,37,6642.4,24426.0352,0.5724,3.6773,0.2195,0.0269,0.136,71.8,71.6,66.5,61.9,94.2,74.2
138,Flare,1843,8544.1415,11478.6615,-2934.52,0.0,8,14,1636.34,9842.3215,0.7149,6.0148,0.2557,0.0057,0.0479,71.7,84.5,56.8,85.7,43.9,68.2
139,Straight,1575,27393.7207,40381.3707,-12987.65,316.8273,25,53,4218.4,36162.9707,0.7911,8.5727,0.3216,0.0344,0.1536,71.7,91.0,42.7,51.4,96.0,76.8
140,Straight,1894,14922.27,18013.15,-3090.88,513.9727,14,20,3181.79,14831.36,0.6467,4.6613,0.1716,0.0372,0.0837,71.6,77.8,77.0,47.9,77.6,77.5
141,Straight,1687,42461.6098,50928.9598,-8467.35,990.2545,40,58,13275.0618,37653.8979,0.4787,2.8364,0.1663,0.0267,0.2381,71.6,61.6,78.8,62.0,99.4,74.1
142,Wide Leg,1578,34911.4784,45586.1184,-10674.64,591.0546,30,52,10454.4509,35131.6675,0.5413,3.3605,0.2342,0.0203,0.1958,71.5,67.4,62.4,70.9,98.5,71.7
143,Wide Leg,1882,16273.8255,17278.3655,-1004.54,942.9727,15,17,3309.05,13969.3155,0.617,4.2215,0.0581,0.0609,0.0913,71.4,76.1,97.0,22.7,81.2,83.6
144,Baggy,1552,13393.71,18412.43,-5018.72,585.6091,12,22,1090.9,17321.53,0.8815,15.8782,0.2726,0.0398,0.0751,71.4,96.4,52.9,43.9,72.3,78.3
145,Wide Leg,1679,10329.47,12120.36,-1790.89,-93.1818,9,13,2781.79,9338.57,0.541,3.357,0.1478,0.0168,0.0579,71.3,67.2,82.6,76.1,57.3,70.2
146,Straight,1911,21711.27,24674.88,-2963.61,0.0,20,26,9363.55,15311.33,0.241,1.6352,0.1201,0.0,0.1218,71.3,42.5,87.6,93.3,91.5,65.8
